Timestamp (IST),Open,High,Low,Close,Volume,price_change_pct,momentum_3,momentum_5,ema_9,ema_21,atr_5,macd,macd_signal,rsi,bb_upper,bb_lower,candle_body_size,wick_size,buy_pressure,sell_pressure,pivot_point,support_1,resistance_1,support_2,resistance_2,fib_23,fib_38,fib_50,fib_61,donchian_high,donchian_low,donchian_mid,choppiness_index,msb_high,msb_low,breakout_signal,range_expansion,range_contraction,breakout_strength
2025-03-23 16:33:40,0.14576,0.14576,0.14572,0.14575,6,0.0,0.000130000000000019,0.00018999999999999573,0.14578981798400004,0.14581235090995628,0.0,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,1.0000000000010001e-05,4.000000000001225e-05,3.0000000000002247e-05,1.0000000000010001e-05,0.1457433333333333,0.14572666666666662,0.14576666666666663,0.1457033333333333,0.14578333333333332,0.14572944,0.14573528,0.14573999999999998,0.14574472,0.14576,0.14572,0.14573999999999998,-inf,0.14576,0.14572,0,4.000000000001225e-05,1.0000000000010001e-05,1.0000000000010001e-05
2025-03-23 16:33:45,0.14577,0.14579,0.14575,0.14575,12,0.0,0.000130000000000019,0.00018999999999999573,0.14578981798400004,0.14581235090995628,0.0,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,2.0000000000020002e-05,4.000000000001225e-05,0.0,4.000000000001225e-05,0.14576333333333333,0.14573666666666665,0.14577666666666667,0.14572333333333332,0.14580333333333334,0.14573651999999998,0.14574673999999999,0.145755,0.14576326,0.14579,0.14572,0.145755,-inf,0.14579,0.14572,0,4.000000000001225e-05,2.0000000000020002e-05,-5.0000000000050004e-06
2025-03-23 16:33:50,0.14577,0.14583,0.14575,0.14583,8,0.0548885077186867,0.000130000000000019,0.00018999999999999573,0.14578981798400004,0.14581235090995628,0.0,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,5.999999999997674e-05,7.999999999999674e-05,7.999999999999674e-05,0.0,0.1458033333333333,0.14577666666666664,0.14585666666666663,0.14572333333333332,0.1458833333333333,0.14574595999999998,0.14576202,0.145775,0.14578797999999998,0.14583,0.14572,0.145775,-inf,0.14583,0.14572,0,7.999999999999674e-05,-5.999999999997674e-05,5.4999999999999494e-05
2025-03-23 16:33:55,0.14585,0.14588,0.14585,0.14588,2,0.03428649797712069,0.000130000000000019,0.00018999999999999573,0.14578981798400004,0.14581235090995628,0.0,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,3.0000000000002247e-05,3.0000000000002247e-05,3.0000000000002247e-05,0.0,0.14587000000000003,0.14586000000000005,0.14589000000000005,0.14584000000000003,0.14590000000000003,0.14575776,0.14578112,0.14579999999999999,0.14581888,0.14588,0.14572,0.14579999999999999,-inf,0.14588,0.14572,0,3.0000000000002247e-05,-3.0000000000002247e-05,8.00000000000245e-05
2025-03-23 16:34:00,0.14586,0.1459,0.14585,0.1459,10,0.013709898546743204,0.00015000000000001124,0.00018999999999999573,0.14578981798400004,0.14581235090995628,5.200000000000759e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,4.000000000001225e-05,4.999999999999449e-05,4.999999999999449e-05,0.0,0.14588333333333334,0.14586666666666667,0.14591666666666667,0.14583333333333334,0.14593333333333333,0.14576248,0.14578876,0.14581,0.14583124,0.1459,0.14572,0.14581,-36.50811737664841,0.1459,0.14572,0,4.999999999999449e-05,-4.000000000001225e-05,9.000000000000674e-05
2025-03-23 16:34:05,0.14594,0.14594,0.14594,0.14594,2,0.027416038382432895,0.00010999999999999899,0.00018999999999999573,0.14578981798400004,0.14581235090995628,4.9600000000002974e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,0.0,0.0,0.0,0.0,0.14594,0.14594,0.14594,0.14594,0.14594,0.14577192,0.14580404,0.14583,0.14585595999999998,0.14594,0.14572,0.14583,-22.71505956617864,0.14594,0.14572,0,0.0,0.0,0.00010999999999999899
2025-03-23 16:34:10,0.14594,0.14594,0.14582,0.14582,9,-0.08222557215292747,-6.0000000000004494e-05,7.00000000000145e-05,0.14578981798400004,0.14581235090995628,6.367999999999862e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,0.00011999999999998123,0.00011999999999998123,0.0,0.00011999999999998123,0.14586000000000002,0.14578000000000005,0.14590000000000003,0.14574000000000004,0.14598,0.14577192,0.14580404,0.14583,0.14585595999999998,0.14594,0.14572,0.14583,-8.408407654401037,0.14594,0.14572,0,0.00011999999999998123,0.00011999999999998123,-9.999999999982245e-06
2025-03-23 16:34:15,0.14581,0.14581,0.14574,0.14574,7,-0.054862158825952356,-0.00015999999999999348,-8.999999999997899e-05,0.14578981798400004,0.14581235090995628,6.694399999999824e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,6.999999999998674e-05,6.999999999998674e-05,0.0,6.999999999998674e-05,0.14576333333333333,0.14571666666666666,0.14578666666666665,0.14569333333333334,0.14583333333333331,0.14577192,0.14580404,0.14583,0.14585595999999998,0.14594,0.14572,0.14583,1.5898776423548755,0.14594,0.14572,0,6.999999999998674e-05,6.999999999998674e-05,-8.999999999997899e-05
2025-03-23 16:34:20,0.14571,0.14573,0.14569,0.14569,8,-0.03430767119529943,-0.0002500000000000002,-0.00019000000000002348,0.14578981798400004,0.14581235090995628,6.355520000000305e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,2.0000000000020002e-05,4.000000000001225e-05,0.0,4.000000000001225e-05,0.14570333333333332,0.14567666666666665,0.14571666666666666,0.1456633333333333,0.14574333333333334,0.145749,0.14578549999999998,0.14581499999999997,0.1458445,0.14594,0.14569,0.14581499999999997,4.943915136075265,0.14594,0.14569,0,4.000000000001225e-05,2.0000000000020002e-05,-0.00012499999999998623
2025-03-23 16:34:25,0.14577,0.14588,0.14577,0.14587,9,0.12355000343196032,4.999999999999449e-05,-3.0000000000002247e-05,0.14580585438720003,0.14581235090995628,8.884416000000713e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,9.999999999998899e-05,0.00010999999999999899,9.999999999998899e-05,1.0000000000010001e-05,0.14584,0.14579999999999999,0.14590999999999998,0.14573,0.14595,0.145749,0.14578549999999998,0.14581499999999997,0.1458445,0.14594,0.14569,0.14581499999999997,12.66623496184684,0.14594,0.14569,0,0.00010999999999999899,-9.999999999998899e-05,5.500000000002725e-05
2025-03-23 16:34:30,0.14588,0.14588,0.14581,0.14585,11,-0.013710838417768656,0.00010999999999999899,-8.999999999997899e-05,0.14581468350976004,0.14581235090995628,8.50753280000086e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,3.0000000000002247e-05,7.00000000000145e-05,4.000000000001225e-05,3.0000000000002247e-05,0.14584666666666668,0.14581333333333335,0.14588333333333336,0.14577666666666667,0.1459166666666667,0.145749,0.14578549999999998,0.14581499999999997,0.1458445,0.14594,0.14569,0.14581499999999997,18.54142559601666,0.14594,0.14569,0,7.00000000000145e-05,3.0000000000002247e-05,3.5000000000035e-05
2025-03-23 16:34:35,0.14585,0.14586,0.14581,0.14582,10,-0.02056907781967654,0.000130000000000019,0.0,0.14581574680780804,0.14581235090995628,7.806026240000578e-05,2.2425826638000634e-05,-1.7803493407992017e-05,50.98716119200163,0.14593864041439583,0.14569635958560415,3.0000000000002247e-05,4.999999999999449e-05,1.0000000000010001e-05,3.999999999998449e-05,0.14583,0.14579999999999999,0.14584999999999998,0.14578,0.14587999999999998,0.145749,0.14578549999999998,0.14581499999999997,0.1458445,0.14594,0.14569,0.14581499999999997,23.06171364855622,0.14594,0.14569,0,4.999999999999449e-05,3.0000000000002247e-05,5.000000000032756e-06
