Timestamp (IST),Open,High,Low,Close,Volume,price_change_pct,momentum_3,momentum_5,ema_9,ema_21,atr_5,macd,macd_signal,rsi,bb_upper,bb_lower,candle_body_size,wick_size,buy_pressure,sell_pressure,pivot_point,support_1,resistance_1,support_2,resistance_2,fib_23,fib_38,fib_50,fib_61,donchian_high,donchian_low,donchian_mid,choppiness_index,msb_high,msb_low,breakout_signal,range_expansion,range_contraction,breakout_strength
2025-03-15 01:39:20,0.21657,0.21657,0.21647,0.21647,4,-0.04619577770591521,-9.000000000000674e-05,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,0.0,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.00010000000000001674,0.00010000000000001674,0.0,0.00010000000000001674,0.21650333333333335,0.2164366666666667,0.2165366666666667,0.21640333333333334,0.21660333333333337,0.2164936,0.2165082,0.21652,0.2165318,0.21657,0.21647,0.21652,-inf,0.21657,0.21647,0,0.00010000000000001674,0.00010000000000001674,-4.999999999999449e-05
2025-03-15 01:39:25,0.21647,0.21649,0.21637,0.21637,4,-0.04619577770591521,-9.000000000000674e-05,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,0.0,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,9.999999999998899e-05,0.00011999999999998123,0.0,0.00011999999999998123,0.21641,0.21633,0.21644999999999998,0.21629,0.21652999999999997,0.2164172,0.2164464,0.21647,0.2164936,0.21657,0.21637,0.21647,-inf,0.21657,0.21637,0,0.00011999999999998123,9.999999999998899e-05,-9.999999999998899e-05
2025-03-15 01:39:30,0.21637,0.21638,0.21637,0.21638,4,0.00462171280675161,-9.000000000000674e-05,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,0.0,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,9.999999999982245e-06,9.999999999982245e-06,9.999999999982245e-06,0.0,0.21637666666666666,0.21637333333333333,0.21638333333333332,0.21636666666666668,0.21638666666666664,0.2164172,0.2164464,0.21647,0.2164936,0.21657,0.21637,0.21647,-inf,0.21657,0.21637,0,9.999999999982245e-06,-9.999999999982245e-06,-9.000000000000674e-05
2025-03-15 01:39:35,0.21638,0.21638,0.21638,0.21638,2,0.0,-9.000000000000674e-05,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,0.0,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.0,0.0,0.0,0.0,0.21638,0.21638,0.21638,0.21638,0.21638,0.2164172,0.2164464,0.21647,0.2164936,0.21657,0.21637,0.21647,-inf,0.21657,0.21637,0,0.0,0.0,-9.000000000000674e-05
2025-03-15 01:39:40,0.21638,0.2164,0.21627,0.21627,4,-0.05083649135779744,-0.00010000000000001674,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,7.199999999999984e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.00010999999999999899,0.000130000000000019,0.0,0.000130000000000019,0.21631333333333333,0.21622666666666665,0.21635666666666667,0.2161833333333333,0.21644333333333335,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,-42.38167442644787,0.21657,0.21627,0,0.000130000000000019,0.00010999999999999899,-0.00015000000000001124
2025-03-15 01:39:50,0.21637,0.21637,0.21637,0.21637,1,0.04623849817357861,-9.999999999982245e-06,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,7.760000000000321e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.0,0.0,0.0,0.0,0.21637000000000003,0.21637000000000006,0.21637000000000006,0.21637000000000003,0.21637000000000003,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,-20.663982146132785,0.21657,0.21627,0,0.0,0.0,-4.999999999999449e-05
2025-03-15 01:39:55,0.21637,0.21647,0.21637,0.21647,4,0.04621712806764933,9.000000000000674e-05,9.999999999998899e-05,0.21639056486400005,0.21629167083521722,8.208000000000037e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,9.999999999998899e-05,9.999999999998899e-05,9.999999999998899e-05,0.0,0.2164366666666667,0.2164033333333334,0.21650333333333338,0.2163366666666667,0.21653666666666668,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,-7.674566729705708,0.21657,0.21627,0,9.999999999998899e-05,-9.999999999998899e-05,4.999999999999449e-05
2025-03-15 01:40:00,0.21647,0.21647,0.21647,0.21647,4,0.0,0.00020000000000000573,9.000000000000674e-05,0.21639056486400005,0.21629167083521722,6.56640000000003e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.0,0.0,0.0,0.0,0.21647000000000002,0.21647000000000005,0.21647000000000005,0.21647000000000002,0.21647000000000002,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,-0.26409194194291663,0.21657,0.21627,0,0.0,0.0,4.999999999999449e-05
2025-03-15 01:40:05,0.21628,0.21628,0.21628,0.21628,2,-0.08777197764123779,-9.000000000000674e-05,-9.999999999998899e-05,0.21639056486400005,0.21629167083521722,9.053119999999938e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.0,0.0,0.0,0.0,0.21628,0.21628,0.21628,0.21628,0.21628,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,7.629301870492643,0.21657,0.21627,0,0.0,0.0,-0.00014000000000000123
2025-03-15 01:40:10,0.21627,0.21628,0.21627,0.21628,7,0.0,-0.00018999999999999573,1.0000000000010001e-05,0.21636845189120008,0.21629167083521722,7.442496000000151e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,1.0000000000010001e-05,1.0000000000010001e-05,1.0000000000010001e-05,0.0,0.21627666666666667,0.21627333333333335,0.21628333333333336,0.21626666666666666,0.21628666666666668,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,12.842112017084041,0.21657,0.21627,0,1.0000000000010001e-05,-1.0000000000010001e-05,-0.00014000000000000123
2025-03-15 01:40:15,0.21631,0.21631,0.21631,0.21631,1,0.01387090808211422,-0.00015999999999999348,-6.0000000000004494e-05,0.21635676151296007,0.21629167083521722,6.553996800000166e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.0,0.0,0.0,0.0,0.21631,0.21631,0.21631,0.21631,0.21631,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,16.7793684858385,0.21657,0.21627,0,0.0,0.0,-0.00010999999999999899
2025-03-15 01:40:20,0.21627,0.21637,0.21627,0.21637,3,0.027737968656094125,9.000000000000674e-05,-9.999999999998899e-05,0.2163594092103681,0.21629167083521722,7.243197440000468e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.00010000000000001674,0.00010000000000001674,0.00010000000000001674,0.0,0.2163366666666667,0.2163033333333334,0.21640333333333342,0.2162366666666667,0.21643666666666672,0.2163408,0.2163846,0.21642,0.2164554,0.21657,0.21627,0.21642,20.598148092049737,0.21657,0.21627,0,0.00010000000000001674,-0.00010000000000001674,-4.999999999999449e-05
2025-03-15 01:40:40,0.21618,0.21618,0.21618,0.21618,3,-0.08781254332855815,-9.999999999998899e-05,-0.0002899999999999847,0.21632352736829447,0.21629167083521722,9.594557952000289e-05,-0.00012379528774997262,-0.00012260897936701095,32.4896282953912,0.2165453024854317,0.21609869751456828,0.0,0.0,0.0,0.0,0.21618,0.21618,0.21618,0.21618,0.21618,0.21627204,0.21632898,0.216375,0.21642102000000002,0.21657,0.21618,0.216375,17.210119423713873,0.21657,0.21618,0,0.0,0.0,-0.00019500000000000073
