Timestamp,Value
2025-03-21T14:36:45.007235,295.189
2025-03-21T14:36:45.521620,295.188
2025-03-21T14:36:45.944855,295.188
2025-03-21T14:36:46.359419,295.189
2025-03-21T14:36:46.811080,295.189
2025-03-21T14:36:47.178361,295.189
2025-03-21T14:36:47.603065,295.189
2025-03-21T14:36:48.028729,295.189
2025-03-21T14:36:48.513383,295.189
2025-03-21T14:36:48.986622,295.189
2025-03-21T14:36:49.424538,295.189
2025-03-21T14:36:49.883310,295.189
2025-03-21T14:36:50.265357,295.189
2025-03-21T14:36:50.657694,295.189
2025-03-21T14:36:52.562420,295.189
2025-03-21T14:36:55.602898,295.188
2025-03-21T14:36:56.023882,295.188
2025-03-21T14:36:56.478883,295.189
2025-03-21T14:36:58.329989,295.188
2025-03-21T14:36:58.788789,295.187
2025-03-21T14:36:59.227508,295.186
2025-03-21T14:36:59.701995,295.186
2025-03-21T14:37:00.203809,295.186
2025-03-21T14:37:00.703952,295.187
2025-03-21T14:37:01.170638,295.186
2025-03-21T14:37:01.587737,295.186
2025-03-21T14:37:02.070655,295.189
2025-03-21T14:37:02.506891,295.189
2025-03-21T14:37:05.477310,295.198
2025-03-21T14:37:05.972524,295.198
2025-03-21T14:37:06.371076,295.197
2025-03-21T14:37:06.777480,295.197
2025-03-21T14:37:07.157171,295.197
2025-03-21T14:37:07.580984,295.197
2025-03-21T14:37:09.056183,295.197
2025-03-21T14:37:10.841708,295.197
2025-03-21T14:37:11.294197,295.198
2025-03-21T14:37:11.706882,295.197
2025-03-21T14:37:12.127587,295.197
2025-03-21T14:37:12.606619,295.197
2025-03-21T14:37:16.470783,295.189
2025-03-21T14:37:16.922782,295.189
2025-03-21T14:37:17.336302,295.189
2025-03-21T14:37:17.817743,295.189
2025-03-21T14:37:18.211717,295.188
2025-03-21T14:37:18.611778,295.188
2025-03-21T14:37:19.041745,295.188
2025-03-21T14:37:19.457059,295.189
2025-03-21T14:37:19.903907,295.188
2025-03-21T14:37:20.342534,295.187
2025-03-21T14:37:20.825229,295.188
2025-03-21T14:37:21.241085,295.188
2025-03-21T14:37:21.705698,295.188
2025-03-21T14:37:22.171346,295.186
2025-03-21T14:37:23.878102,295.186
2025-03-21T14:37:24.291451,295.186
2025-03-21T14:37:24.702492,295.187
2025-03-21T14:37:25.193760,295.189
2025-03-21T14:37:25.660034,295.188
2025-03-21T14:37:26.119929,295.187
2025-03-21T14:37:27.916632,295.186
2025-03-21T14:37:28.866140,295.184
2025-03-21T14:37:30.602650,295.186
