Timestamp,Open,High,Low,Close
2025-03-13 04:03:00,91.0666,91.0687,91.0657,91.0657
2025-03-13 04:03:05,91.064,91.0669,91.0638,91.0669
2025-03-13 04:03:10,91.0671,91.07,91.0671,91.0698
2025-03-13 04:03:15,91.0698,91.0722,91.0692,91.0722
2025-03-13 04:03:20,91.072,91.0728,91.0719,91.072
2025-03-13 04:03:25,91.0722,91.0726,91.0718,91.0718
2025-03-13 04:03:30,91.0718,91.0718,91.0712,91.0712
2025-03-13 04:03:35,91.0712,91.0712,91.0701,91.0701
2025-03-13 04:03:40,91.0694,91.0705,91.0692,91.0705
2025-03-13 04:03:45,91.0705,91.0705,91.0666,91.067
2025-03-13 04:03:50,91.0674,91.0683,91.0674,91.0676
2025-03-13 04:03:55,91.0676,91.0685,91.0676,91.0685
2025-03-13 04:04:00,91.0683,91.0683,91.0675,91.0675
2025-03-13 04:04:05,91.067,91.0686,91.067,91.0674
2025-03-13 04:04:10,91.0675,91.0675,91.0665,91.0665
2025-03-13 04:04:15,91.0665,91.0665,91.0642,91.0649
2025-03-13 04:04:20,91.0649,91.0658,91.0647,91.0658
2025-03-13 04:04:25,91.0658,91.0687,91.0647,91.0647
2025-03-13 04:04:30,91.0647,91.065,91.0638,91.065
2025-03-13 04:04:35,91.0647,91.0647,91.0633,91.0633
2025-03-13 04:04:40,91.0627,91.0627,91.0616,91.0616
2025-03-13 04:04:45,91.0628,91.063,91.0626,91.0629
2025-03-13 04:04:50,91.0634,91.0634,91.0629,91.0629
2025-03-13 04:04:55,91.0628,91.0637,91.0626,91.0637
2025-03-13 04:05:00,91.0642,91.0645,91.0642,91.0645
2025-03-13 04:05:05,91.0645,91.0645,91.0636,91.0636
2025-03-13 04:05:10,91.0634,91.0641,91.0634,91.0636
2025-03-13 04:05:15,91.0636,91.0636,91.0598,91.0598
2025-03-13 04:05:20,91.0599,91.0634,91.0599,91.0628
2025-03-13 04:05:25,91.0626,91.0626,91.0614,91.0614
2025-03-13 04:05:30,91.0614,91.0618,91.0613,91.0618
2025-03-13 04:05:35,91.0594,91.0598,91.0584,91.0584
2025-03-13 04:05:40,91.0581,91.0585,91.0579,91.058
2025-03-13 04:05:45,91.058,91.0584,91.057,91.057
2025-03-13 04:05:50,91.0569,91.0575,91.0569,91.0574
2025-03-13 04:05:55,91.0576,91.0576,91.054,91.0541
2025-03-13 04:06:00,91.054,91.054,91.0528,91.0528
2025-03-13 04:06:05,91.0527,91.0527,91.0527,91.0527
2025-03-13 04:06:10,91.0527,91.0538,91.0527,91.0538
2025-03-13 04:06:15,91.0537,91.0538,91.0532,91.0532
2025-03-13 04:06:20,91.0534,91.0535,91.0519,91.0519
2025-03-13 04:06:30,91.0511,91.0521,91.0511,91.0521
2025-03-13 04:06:35,91.0532,91.0536,91.0507,91.0507
2025-03-13 04:06:40,91.0509,91.0509,91.0499,91.0499
2025-03-13 04:06:45,91.05,91.05,91.0497,91.0497
2025-03-13 04:06:50,91.0506,91.0506,91.0501,91.0504
2025-03-13 04:06:55,91.0496,91.0506,91.0488,91.0506
2025-03-13 04:07:00,91.0506,91.0507,91.0495,91.0504
2025-03-13 04:07:05,91.0504,91.0528,91.0499,91.0528
2025-03-13 04:07:10,91.0521,91.0527,91.0511,91.0517
2025-03-13 04:07:15,91.0517,91.0517,91.0515,91.0515
2025-03-13 04:07:20,91.0509,91.0509,91.0499,91.0506
2025-03-13 04:07:25,91.0506,91.0506,91.0489,91.0489
2025-03-13 04:07:30,91.0489,91.0499,91.0489,91.0499
2025-03-13 04:07:35,91.0499,91.0499,91.0488,91.0492
2025-03-13 04:07:40,91.0492,91.0492,91.0486,91.0491
2025-03-13 04:07:45,91.0491,91.0491,91.048,91.0482
2025-03-13 04:07:50,91.0485,91.0485,91.0475,91.0475
2025-03-13 04:07:55,91.0475,91.0485,91.0475,91.0485
2025-03-13 04:08:00,91.0478,91.0478,91.0458,91.0458
2025-03-13 04:08:05,91.0461,91.0472,91.0456,91.0472
2025-03-13 04:08:10,91.0473,91.0473,91.0465,91.0466
2025-03-13 04:08:15,91.0465,91.0477,91.0465,91.0476
2025-03-13 04:08:20,91.0475,91.0478,91.0471,91.0478
2025-03-13 04:08:25,91.0478,91.0478,91.0465,91.0468
2025-03-13 04:08:30,91.0468,91.0472,91.0465,91.0469
2025-03-13 04:08:35,91.0472,91.0477,91.047,91.0477
2025-03-13 04:08:40,91.0471,91.0487,91.0471,91.0487
2025-03-13 04:08:45,91.0487,91.0487,91.0474,91.0485
2025-03-13 04:08:50,91.0472,91.0478,91.0472,91.0474
2025-03-13 04:08:55,91.0474,91.0474,91.0463,91.0467
2025-03-13 04:09:00,91.0467,91.0467,91.0456,91.0456
2025-03-13 04:09:05,91.0458,91.0482,91.0447,91.0449
2025-03-13 04:09:10,91.0446,91.0462,91.0446,91.0449
2025-03-13 04:09:15,91.0454,91.0475,91.0454,91.0475
2025-03-13 04:09:20,91.0472,91.0479,91.0471,91.0475
2025-03-13 04:09:25,91.0472,91.0472,91.0467,91.0467
2025-03-13 04:09:30,91.047,91.0472,91.0463,91.0463
2025-03-13 04:09:35,91.0472,91.0473,91.0465,91.0469
2025-03-13 04:09:40,91.0469,91.0471,91.0461,91.0466
2025-03-13 04:09:45,91.0462,91.0465,91.0457,91.0462
2025-03-13 04:09:50,91.0457,91.0457,91.0456,91.0457
2025-03-13 04:09:55,91.0457,91.0457,91.0449,91.0449
2025-03-13 04:10:00,91.0427,91.0427,91.0427,91.0427
2025-03-13 04:10:05,91.0428,91.0433,91.0427,91.0433
2025-03-13 04:10:10,91.0436,91.0449,91.0436,91.0449
2025-03-13 04:10:15,91.0449,91.0458,91.0449,91.0458
2025-03-13 04:10:20,91.0461,91.047,91.0461,91.0467
2025-03-13 04:10:25,91.0467,91.0467,91.0465,91.0467
2025-03-13 04:10:30,91.0465,91.0465,91.0456,91.0456
2025-03-13 04:10:35,91.0456,91.0456,91.0442,91.0442
2025-03-13 04:10:40,91.0442,91.045,91.0442,91.045
2025-03-13 04:10:45,91.0456,91.0459,91.0454,91.0459
2025-03-13 04:10:50,91.0457,91.0459,91.0449,91.0458
2025-03-13 04:10:55,91.0487,91.0487,91.045,91.045
2025-03-13 04:11:00,91.045,91.045,91.0449,91.0449
2025-03-13 04:11:05,91.045,91.046,91.045,91.046
2025-03-13 04:11:10,91.0458,91.0461,91.0457,91.0459
2025-03-13 04:11:15,91.0458,91.0463,91.0456,91.0463
2025-03-13 04:11:20,91.0463,91.0465,91.0454,91.0454
2025-03-13 04:11:25,91.0454,91.0454,91.0442,91.0442
2025-03-13 04:11:30,91.0449,91.045,91.0446,91.0446
2025-03-13 04:11:35,91.0446,91.0446,91.0435,91.0435
2025-03-13 04:11:40,91.0436,91.0439,91.0431,91.0436
2025-03-13 04:11:45,91.0436,91.0441,91.0436,91.0439
2025-03-13 04:11:50,91.0439,91.0442,91.0437,91.0437
2025-03-13 04:11:55,91.0437,91.0439,91.0428,91.0428
2025-03-13 04:12:00,91.0428,91.0428,91.0417,91.0424
2025-03-13 04:12:05,91.0426,91.0426,91.0426,91.0426
2025-03-13 04:12:10,91.0426,91.0447,91.0424,91.0447
2025-03-13 04:12:15,91.0457,91.0484,91.0454,91.0454
2025-03-13 04:12:20,91.0477,91.0488,91.0473,91.0485
2025-03-13 04:12:25,91.0485,91.0485,91.0476,91.0476
2025-03-13 04:12:30,91.0476,91.0476,91.0469,91.0471
2025-03-13 04:12:35,91.0471,91.0471,91.0458,91.0461
2025-03-13 04:12:40,91.0458,91.0461,91.0458,91.0459
2025-03-13 04:12:45,91.0467,91.0467,91.0462,91.0465
2025-03-13 04:12:50,91.0463,91.0479,91.0463,91.0475
2025-03-13 04:12:55,91.0475,91.05,91.0475,91.05
2025-03-13 04:13:00,91.05,91.05,91.0483,91.0483
2025-03-13 04:13:05,91.0486,91.0509,91.0486,91.0509
2025-03-13 04:13:10,91.0512,91.0537,91.0512,91.0537
2025-03-13 04:13:15,91.0537,91.0548,91.0533,91.0548
2025-03-13 04:13:20,91.0557,91.0557,91.0557,91.0557
2025-03-13 04:13:25,91.0558,91.0567,91.0558,91.0567
2025-03-13 04:13:30,91.0566,91.057,91.0566,91.057
2025-03-13 04:13:35,91.0594,91.0594,91.0594,91.0594
2025-03-13 04:13:40,91.0605,91.0614,91.0605,91.0614
2025-03-13 04:13:45,91.0626,91.0636,91.0626,91.0634
2025-03-13 04:13:50,91.0634,91.0646,91.063,91.063
2025-03-13 04:13:55,91.063,91.063,91.0629,91.063
2025-03-13 04:14:00,91.063,91.063,91.0626,91.0628
2025-03-13 04:14:05,91.0628,91.0628,91.0624,91.0624
2025-03-13 04:14:10,91.0624,91.0627,91.0619,91.0627
2025-03-13 04:14:15,91.063,91.0634,91.0627,91.0629
2025-03-13 04:14:20,91.063,91.063,91.0624,91.063
2025-03-13 04:14:25,91.0634,91.0638,91.0603,91.0614
2025-03-13 04:14:30,91.0614,91.0618,91.0614,91.0616
2025-03-13 04:14:35,91.0619,91.0619,91.0599,91.0599
2025-03-13 04:14:40,91.0602,91.0608,91.0598,91.0608
2025-03-13 04:14:45,91.0616,91.0628,91.0616,91.0624
2025-03-13 04:14:50,91.0603,91.0609,91.0602,91.0609
2025-03-13 04:14:55,91.0607,91.0607,91.0605,91.0606
2025-03-13 04:15:00,91.062,91.062,91.062,91.062
2025-03-13 04:15:05,91.062,91.0636,91.0607,91.0636
2025-03-13 04:15:10,91.0642,91.0642,91.0639,91.0639
2025-03-13 04:15:15,91.0658,91.0664,91.0658,91.0664
