Timestamp,Open,High,Low,Close
2025-03-13 03:55:15,91.0554,91.0555,91.0539,91.0539
2025-03-13 03:55:20,91.0534,91.0534,91.0517,91.0517
2025-03-13 03:55:25,91.0528,91.053,91.0527,91.0527
2025-03-13 03:55:30,91.0524,91.0587,91.0517,91.0587
2025-03-13 03:55:35,91.0567,91.0583,91.0567,91.0581
2025-03-13 03:55:40,91.0592,91.0592,91.0586,91.0587
2025-03-13 03:55:45,91.0587,91.06,91.0587,91.06
2025-03-13 03:55:50,91.0607,91.0617,91.0606,91.0617
2025-03-13 03:55:55,91.0619,91.0619,91.0614,91.0618
2025-03-13 03:56:00,91.0617,91.0617,91.0604,91.0604
2025-03-13 03:56:05,91.0604,91.061,91.0601,91.061
2025-03-13 03:56:10,91.0605,91.0605,91.0594,91.0594
2025-03-13 03:56:15,91.0589,91.0592,91.0585,91.0588
2025-03-13 03:56:20,91.0588,91.0605,91.0588,91.0605
2025-03-13 03:56:25,91.0609,91.061,91.0582,91.0582
2025-03-13 03:56:30,91.0582,91.06,91.0582,91.0599
2025-03-13 03:56:35,91.0598,91.0609,91.0598,91.0607
2025-03-13 03:56:40,91.062,91.0629,91.062,91.0627
2025-03-13 03:56:45,91.062,91.062,91.0604,91.0606
2025-03-13 03:56:50,91.0609,91.0616,91.0609,91.0616
2025-03-13 03:56:55,91.0609,91.061,91.0608,91.061
2025-03-13 03:57:00,91.0614,91.0614,91.0607,91.0607
2025-03-13 03:57:05,91.0602,91.0602,91.0585,91.059
2025-03-13 03:57:10,91.059,91.0604,91.059,91.0604
2025-03-13 03:57:15,91.0618,91.062,91.0617,91.062
2025-03-13 03:57:20,91.0609,91.0617,91.0609,91.0617
2025-03-13 03:57:25,91.0617,91.0617,91.0614,91.0614
2025-03-13 03:57:30,91.0614,91.0619,91.061,91.0617
2025-03-13 03:57:35,91.0607,91.0618,91.0607,91.0618
2025-03-13 03:57:40,91.0619,91.062,91.0619,91.062
2025-03-13 03:57:45,91.0604,91.0604,91.0597,91.0597
2025-03-13 03:57:50,91.0594,91.0598,91.0594,91.0598
2025-03-13 03:57:55,91.0604,91.0616,91.0601,91.0616
2025-03-13 03:58:00,91.0616,91.063,91.0616,91.0627
2025-03-13 03:58:05,91.0627,91.0627,91.0618,91.062
2025-03-13 03:58:20,91.0614,91.0627,91.0614,91.0627
2025-03-13 03:58:25,91.0627,91.0639,91.0627,91.0639
2025-03-13 03:58:30,91.0643,91.0643,91.0626,91.0626
2025-03-13 03:58:35,91.0617,91.062,91.0616,91.0616
2025-03-13 03:58:40,91.0618,91.0618,91.0618,91.0618
2025-03-13 03:58:45,91.062,91.062,91.0614,91.0618
2025-03-13 03:58:50,91.0616,91.0628,91.0614,91.0628
2025-03-13 03:58:55,91.0646,91.0647,91.0639,91.0647
2025-03-13 03:59:00,91.0647,91.0649,91.0634,91.0645
2025-03-13 03:59:05,91.0639,91.0649,91.0639,91.0646
2025-03-13 03:59:10,91.0641,91.0642,91.0634,91.0634
2025-03-13 03:59:15,91.0638,91.0641,91.0638,91.0638
2025-03-13 03:59:20,91.0637,91.0637,91.0617,91.0627
2025-03-13 03:59:25,91.0627,91.0627,91.0616,91.0619
2025-03-13 03:59:30,91.0619,91.0634,91.0616,91.0634
2025-03-13 03:59:35,91.0634,91.0647,91.0634,91.0638
2025-03-13 03:59:40,91.064,91.064,91.0624,91.0624
2025-03-13 03:59:45,91.0624,91.063,91.0624,91.0628
2025-03-13 03:59:50,91.0629,91.0637,91.0626,91.0637
2025-03-13 03:59:55,91.0628,91.0628,91.0624,91.0624
2025-03-13 04:00:00,91.0617,91.0624,91.0614,91.062
2025-03-13 04:00:05,91.0624,91.0642,91.0624,91.0639
2025-03-13 04:00:10,91.0637,91.0645,91.0624,91.0645
2025-03-13 04:00:15,91.0647,91.0689,91.0646,91.0665
2025-03-13 04:00:20,91.0665,91.0675,91.0663,91.0675
2025-03-13 04:00:25,91.0676,91.0676,91.0666,91.0668
2025-03-13 04:00:30,91.0668,91.0676,91.0668,91.0676
2025-03-13 04:00:35,91.0676,91.0676,91.0661,91.0661
2025-03-13 04:00:40,91.0661,91.0674,91.0661,91.0674
2025-03-13 04:00:45,91.0674,91.0682,91.0673,91.0682
2025-03-13 04:00:50,91.0685,91.0685,91.0667,91.067
2025-03-13 04:00:55,91.0674,91.0678,91.0665,91.067
2025-03-13 04:01:00,91.067,91.0672,91.0664,91.0664
2025-03-13 04:01:05,91.0664,91.0689,91.0654,91.066
2025-03-13 04:01:10,91.0661,91.0661,91.0649,91.0649
2025-03-13 04:01:15,91.0646,91.0662,91.0645,91.0662
2025-03-13 04:01:20,91.0663,91.0673,91.0663,91.0673
2025-03-13 04:01:25,91.0673,91.0686,91.0673,91.0678
2025-03-13 04:01:30,91.0675,91.0699,91.0675,91.0687
2025-03-13 04:01:35,91.0687,91.0687,91.0682,91.0685
2025-03-13 04:01:40,91.0685,91.0688,91.0684,91.0686
2025-03-13 04:01:45,91.0692,91.0695,91.0686,91.0687
2025-03-13 04:01:50,91.0689,91.0701,91.0685,91.0701
2025-03-13 04:01:55,91.0703,91.0707,91.0685,91.0689
2025-03-13 04:02:00,91.069,91.0695,91.0688,91.0688
2025-03-13 04:02:05,91.0688,91.0702,91.0688,91.0702
2025-03-13 04:02:10,91.0704,91.071,91.0699,91.0703
2025-03-13 04:02:15,91.0693,91.0693,91.0684,91.0689
2025-03-13 04:02:20,91.069,91.0691,91.0685,91.0689
2025-03-13 04:02:25,91.0691,91.0694,91.066,91.066
2025-03-13 04:02:30,91.066,91.0689,91.0656,91.0659
2025-03-13 04:02:35,91.0657,91.0689,91.0656,91.0663
2025-03-13 04:02:40,91.0667,91.068,91.0667,91.0679
2025-03-13 04:02:45,91.0687,91.0687,91.0657,91.0667
2025-03-13 04:02:50,91.0667,91.0679,91.0667,91.0676
2025-03-13 04:02:55,91.0669,91.0669,91.0661,91.0664
