Timestamp (IST),Open,High,Low,Close,Volume,price_change_pct,momentum_3,momentum_5,ema_9,ema_21,atr_5,macd,macd_signal,rsi,bb_upper,bb_lower,candle_body_size,wick_size,buy_pressure,sell_pressure
2025-03-11 21:33:40,0.82926,0.82935,0.82922,0.82935,15,0.002411585255579496,-0.00014999999999998348,-0.00043999999999999595,0.8295389865333882,0.8296299807560408,0.0015834479355217005,-0.00010020668859533899,-0.0002239520300475597,39.23542887764225,0.8300650187028057,0.8292629812971942,9.00000000000345e-05,0.0001300000000000745,0.0001300000000000745,0.0
2025-03-11 21:33:45,0.82935,0.82936,0.82913,0.82913,16,-0.026526798094894666,-0.00031999999999998696,-0.0005600000000000049,0.8294571892267106,0.8295845279600371,0.0013127583484173508,-0.00010020668859533899,-0.0002239520300475597,33.859781654600525,0.8300966828065257,0.8292103171934744,0.00021999999999999797,0.00022999999999995246,0.0,0.00022999999999995246
2025-03-11 21:33:50,0.82913,0.82915,0.82897,0.82897,15,-0.019297335761592205,-0.00036000000000002697,-0.0005300000000000304,0.8293597513813685,0.8295286617818519,0.0010862066787338943,-0.0001356480513432512,-0.0002239520300475597,30.57845217773874,0.8301582997743512,0.8290947002256489,0.000160000000000049,0.000180000000000069,0.0,0.000180000000000069
2025-03-11 21:33:55,0.82895,0.829,0.82887,0.82887,17,-0.012063162719999632,-0.00048000000000003595,-0.0005800000000000249,0.8292618011050948,0.8294687834380472,0.0008949653429871082,-0.00016984686202781152,-0.0002239520300475597,28.706031030781645,0.8301985466837676,0.8289614533162324,7.999999999996898e-05,0.00012999999999996348,0.0,0.00012999999999996348
2025-03-11 21:34:00,0.82886,0.82906,0.82877,0.82877,16,-0.012064618094509427,-0.00036000000000002697,-0.0005600000000000049,0.829163440884076,0.829405257670952,0.0007739722743896891,-0.00020268243322474344,-0.0002239520300475597,26.93015910557638,0.8302213476143421,0.8288286523856578,9.00000000000345e-05,0.00029000000000001247,0.0,0.00029000000000001247
2025-03-11 21:34:05,0.82877,0.82901,0.82877,0.82887,14,0.012066073820249379,-9.999999999998899e-05,-0.00048000000000003595,0.8291047527072608,0.8293565978826836,0.0006671778195117548,-0.00021812132879817092,-0.0002239520300475597,31.494209755381775,0.8302388555120662,0.828737144487934,9.999999999998899e-05,0.00024000000000001798,9.999999999998899e-05,0.000140000000000029
2025-03-11 21:34:10,0.82886,0.82886,0.82871,0.82871,14,-0.019303388951230627,-0.000160000000000049,-0.00042000000000008697,0.8290258021658088,0.8292978162569851,0.0005657422556094137,-0.00024049514921842263,-0.0002239520300475597,28.43397631188614,0.8302716164155722,0.8286243835844277,0.0001500000000000945,0.0001500000000000945,0.0,0.0001500000000000945
2025-03-11 21:34:15,0.82871,0.82889,0.82856,0.82856,15,-0.01810042113645771,-0.00021000000000004349,-0.00041000000000002146,0.828932641732647,0.8292307420518046,0.0005185938044875414,-0.0002672496222061449,-0.0002239520300475597,25.893737527269934,0.8302836472519916,0.8284923527480085,0.00014999999999998348,0.0003300000000000525,0.0,0.0003300000000000525
2025-03-11 21:34:20,0.82856,0.82883,0.82849,0.82865,17,0.010862218789231548,-0.00021999999999999797,-0.00021999999999999797,0.8288761133861177,0.8291779473198224,0.0004828750435900345,-0.0002779860369720444,-0.0002239520300475597,29.938141537225235,0.8302187977550541,0.8284192022449461,9.00000000000345e-05,0.00034000000000000696,0.000160000000000049,0.00017999999999995797
2025-03-11 21:34:25,0.82862,0.82862,0.82845,0.82856,17,-0.010861039039400389,-0.00014999999999998348,-0.00021000000000004349,0.8288128907088942,0.8291217702907476,0.0004263000348720232,-0.0002904093130766672,-0.0002239520300475597,28.27623756038419,0.8301603186255374,0.8283396813744627,6.0000000000060005e-05,0.00017000000000000348,0.00010999999999994348,6.0000000000060005e-05
2025-03-11 21:34:30,0.82856,0.82856,0.82854,0.82854,17,-0.0024138263975959084,-1.999999999990898e-05,-0.00032999999999994145,0.8287583125671154,0.8290688820824978,0.00034504002789760037,-0.0002984285828101507,-0.0002388473406000779,27.905519814107976,0.8301124621613885,0.8282625378386117,1.999999999990898e-05,1.999999999990898e-05,0.0,1.999999999990898e-05
2025-03-11 21:34:35,0.82853,0.82883,0.8285,0.8285,3,-0.004827769329185383,-0.00014999999999998348,-0.00020999999999993246,0.8287066500536924,0.8290171655295435,0.0003420320223180686,-0.0003045014741077656,-0.00025197816730161547,27.139159808491854,0.8300565187766351,0.828192481223365,2.999999999997449e-05,0.00032999999999994145,0.0,0.00032999999999994145
