Timestamp,Value
2025-03-12T23:27:24.066405,91.0979
2025-03-12T23:27:24.733397,91.0977
2025-03-12T23:27:25.303462,91.0979
2025-03-12T23:27:25.575503,91.0979
2025-03-12T23:27:25.863153,91.0979
2025-03-12T23:27:26.116205,91.0976
2025-03-12T23:27:26.375376,91.0974
2025-03-12T23:27:26.649808,91.0972
2025-03-12T23:27:26.924816,91.0971
2025-03-12T23:27:27.180999,91.0966
2025-03-12T23:27:27.430121,91.0966
2025-03-12T23:27:27.653754,91.0966
2025-03-12T23:27:27.911809,91.0966
2025-03-12T23:27:28.207130,91.0969
2025-03-12T23:27:28.529204,91.0971
2025-03-12T23:27:28.769156,91.0973
2025-03-12T23:27:29.056884,91.0973
2025-03-12T23:27:29.331762,91.0968
2025-03-12T23:27:29.847206,91.0964
2025-03-12T23:27:30.106764,91.0966
2025-03-12T23:27:30.402101,91.0966
2025-03-12T23:27:30.658536,91.0968
2025-03-12T23:27:30.899355,91.0968
2025-03-12T23:27:31.139281,91.0968
2025-03-12T23:27:31.395944,91.0968
2025-03-12T23:27:31.646633,91.0963
2025-03-12T23:27:31.919305,91.0963
2025-03-12T23:27:32.159453,91.0963
2025-03-12T23:27:32.713394,91.0960
2025-03-12T23:27:32.927355,91.0960
2025-03-12T23:27:33.176206,91.0965
2025-03-12T23:27:33.433023,91.0966
2025-03-12T23:27:33.684937,91.0966
2025-03-12T23:27:33.929122,91.0966
2025-03-12T23:27:34.175898,91.0966
2025-03-12T23:27:34.417221,91.0966
2025-03-12T23:27:34.748305,91.0966
2025-03-12T23:27:35.124793,91.0966
2025-03-12T23:27:35.462488,91.0966
2025-03-12T23:27:35.716133,91.0962
2025-03-12T23:27:35.971853,91.0962
2025-03-12T23:27:36.226471,91.0965
2025-03-12T23:27:36.490848,91.0965
2025-03-12T23:27:36.724985,91.0965
2025-03-12T23:27:36.951869,91.0965
2025-03-12T23:27:37.220393,91.0968
2025-03-12T23:27:37.474173,91.0969
2025-03-12T23:27:37.719032,91.0969
2025-03-12T23:27:37.948719,91.0969
2025-03-12T23:27:38.207947,91.0969
2025-03-12T23:27:38.445780,91.0969
2025-03-12T23:27:38.717208,91.0969
2025-03-12T23:27:38.966146,91.0970
2025-03-12T23:27:39.241203,91.0972
2025-03-12T23:27:39.488073,91.0972
2025-03-12T23:27:39.827039,91.0976
2025-03-12T23:27:40.176532,91.0980
2025-03-12T23:27:40.532709,91.0981
2025-03-12T23:27:40.945620,91.0978
2025-03-12T23:27:41.241621,91.0978
2025-03-12T23:27:41.510290,91.0978
2025-03-12T23:27:42.045713,91.0981
2025-03-12T23:27:42.278992,91.0981
2025-03-12T23:27:42.535072,91.0981
2025-03-12T23:27:42.847540,91.0981
2025-03-12T23:27:43.147497,91.0981
2025-03-12T23:27:43.413054,91.0981
2025-03-12T23:27:43.702939,91.0978
2025-03-12T23:27:44.017467,91.0978
2025-03-12T23:27:44.315408,91.0978
2025-03-12T23:27:44.693650,91.0978
2025-03-12T23:27:45.043867,91.0978
2025-03-12T23:27:45.488816,91.0975
2025-03-12T23:27:45.887433,91.0975
2025-03-12T23:27:46.186829,91.0975
2025-03-12T23:27:46.508395,91.0975
2025-03-12T23:27:46.873020,91.0969
2025-03-12T23:27:47.177554,91.0969
2025-03-12T23:27:47.474210,91.0971
2025-03-12T23:27:47.780979,91.0975
2025-03-12T23:27:48.062168,91.0974
2025-03-12T23:27:48.413643,91.0973
2025-03-12T23:27:48.648267,91.0973
2025-03-12T23:27:48.905742,91.0973
2025-03-12T23:27:49.212754,91.0976
2025-03-12T23:27:49.541862,91.0976
2025-03-12T23:27:49.946771,91.0974
2025-03-12T23:27:50.350216,91.0976
2025-03-12T23:27:50.730719,91.0978
2025-03-12T23:27:50.984840,91.0978
2025-03-12T23:27:51.281995,91.0981
2025-03-12T23:27:51.562989,91.0981
2025-03-12T23:27:51.811979,91.0981
2025-03-12T23:27:52.077689,91.0980
2025-03-12T23:27:52.348682,91.0978
2025-03-12T23:27:52.711694,91.0974
2025-03-12T23:27:53.021591,91.0973
2025-03-12T23:27:53.330548,91.0976
2025-03-12T23:27:53.730230,91.0978
2025-03-12T23:27:53.963682,91.0978
2025-03-12T23:27:54.196177,91.0978
